OBJECTID,GLOBAL_ID,IDENT,TYPE_CODE,LEVEL_,WKHR_CODE,WKHR_RMK,MAA_VAL,MAA_UOM,MEA_E_VAL,MEA_E_UOM,MEA_W_VAL,MEA_W_UOM,GMEA_E_VAL,GMEA_E_UOM,GMEA_W_VAL,GMEA_W_UOM,DMEA_VAL,DMEA_UOM,MOCA_VAL,MOCA_UOM,MEAGAP,TRUETRK,MAGTRK,REVTRUETRK,REVMAGTRK,NMAGTRK,NREVMAGTRK,LENGTH_VAL,COPDIST,COPNAV_ID,REPATCSTAR,REPATCEND,DIRECTION,FREQ_CLASS,STATUS,STARTPT_ID,ENDPT_ID,RTPORT_ID,ENRINFO_ID,WIDTHRIGHT,WIDTHLEFT,WIDTH_UOM,MCA1_VAL,MCA1_UOM,MCA1_DIR,MCA2_VAL,MCA2_UOM,MCA2_DIR,MCAPT_ID,MCAPT_TYPE,TFLAG_CODE,REMARKS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,SHAPE_LENGTH
51,A91ED8B7-AE68-484E-B5FB-ED9BA98B08B1,G10,CONV,L,,,17500,FT,4600,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,254.45,242.45,67.53,57.53,242,58,276.13,,,C,C-High,,B,,63760ACA-A950-4711-B2CC-0EA3B28C43DF,70EEE315-F975-4C06-AFE1-2F3BB37121E7,5B7975D5-D8AB-48F1-A10F-ABFDF72E0E99,881A9724-AB8A-4528-A28E-48A51CD2D698,4,4,NM,999999,,,999999,,,,,2,,1,0,0,0,0,0,8.29784723473353
52,A6065354-5C3E-475A-A59E-1A0CB9E22009,G10,CONV,L,,,17500,FT,3000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,111.12,101.12,291.41,281.41,101,287,12,,,C-High,R,,B,,70EEE315-F975-4C06-AFE1-2F3BB37121E7,CF2CFC95-F348-4FEF-975C-E694A385308C,6BE932E0-1DA8-4622-AFEC-50AC29D85A82,D225478E-A3BF-41EC-AB22-A75B9CE8EB30,4,4,NM,999999,,,999999,,,,,1,,1,0,0,0,0,0,0.349463464967914
53,719C659C-8EAA-4648-B57F-78B2B0F962B6,G10,CONV,L,,,17500,FT,3000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,111.3,101.3,294.46,284.46,101,287,135.85,,,R,R,,B,,CF2CFC95-F348-4FEF-975C-E694A385308C,3A96035A-AEBA-407F-92A5-B000F52EDAD7,6BE932E0-1DA8-4622-AFEC-50AC29D85A82,D225478E-A3BF-41EC-AB22-A75B9CE8EB30,4,4,NM,999999,,,999999,,,,,2,,1,0,0,0,0,0,3.8793773693282
54,947D7068-BFEF-45DB-BC68-8591792C502E,G10,CONV,L,,,17500,FT,6000,FT,999999,FT,999999,FT,999999,FT,,FT,3800,FT,0,114.51,104.51,296.99,286.99,101,287,113.07,,,R,R,,B,,3A96035A-AEBA-407F-92A5-B000F52EDAD7,D62E69DB-869A-47A8-AABD-962C18CB1D3D,6BE932E0-1DA8-4622-AFEC-50AC29D85A82,D225478E-A3BF-41EC-AB22-A75B9CE8EB30,4,4,NM,999999,,,999999,,,,,1,,1,0,0,0,0,0,3.11629177733899
55,8E86159A-9E62-4513-8520-002BEE7AFB84,G10,CONV,L,,,17500,FT,6000,FT,999999,FT,999999,FT,999999,FT,,FT,3800,FT,0,116.98,106.98,297.24,287.24,101,287,12.18,,,R,R,,B,,D62E69DB-869A-47A8-AABD-962C18CB1D3D,CDD3DF0E-3634-4382-AFD4-70C816068591,6BE932E0-1DA8-4622-AFEC-50AC29D85A82,D225478E-A3BF-41EC-AB22-A75B9CE8EB30,4,4,NM,999999,,,999999,,,,,2,,1,0,0,0,0,0,0.329731823558363
56,F7CAD5B9-7BA7-4A22-A87B-2F060581CC48,G10,CONV,L,,,17500,FT,5000,FT,999999,FT,999999,FT,999999,FT,,FT,4100,FT,0,41.13,31.13,221.76,211.76,31,213,38.82,,,R,R,,B,,CDD3DF0E-3634-4382-AFD4-70C816068591,AE6A5719-1304-467C-A0C0-9598C69AEAD5,5847E69D-D1CF-4891-96B8-C267DC2F4E77,A13A91DB-DF3A-4741-BB8E-EE6DBD8B1188,4,4,NM,999999,,,999999,,,,,1,,1,0,0,0,0,0,0.89574924408187
57,47977417-BFE5-4268-99ED-D613B8A0E514,G1,CONV,L,,,17500,FT,8000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,62,55,250.12,240.12,55,243,399.38,,,R,C,,B,,B4739393-6DA0-40B9-833F-90152A4F814E,B9248B5F-C187-4CD5-9152-0AC5E3CCB1A7,C7679155-5A75-4BED-89BF-B16CA0AF78F6,91E382A0-7326-4998-A461-4EA77A0448BE,4,4,NM,999999,,,999999,,,,,2,,1,0,0,0,0,0,10.4888083063799
58,DE8DE64E-F3ED-49FE-A739-C4F8E10B5244,G1,CONV,L,,,17500,FT,8000,FT,999999,FT,5000,FT,999999,FT,,FT,2500,FT,0,70.11,60.11,251.33,241.33,60,241,55.05,,,C,R,,B,,B9248B5F-C187-4CD5-9152-0AC5E3CCB1A7,F5A14330-DB29-42CB-8C5A-578AF31A7CC3,816F9EB0-2F34-40CA-9C4B-3A001605FDBE,91E382A0-7326-4998-A461-4EA77A0448BE,4,4,NM,999999,,,999999,,,,,3,,1,0,0,0,0,0,1.52394207955264
59,FC1056F0-C183-4304-AEAA-E7D70A4CF94B,G1,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,71.37,61.37,251.59,241.59,61,243,9.94,,,R,C,,B,,F5A14330-DB29-42CB-8C5A-578AF31A7CC3,56477A2A-158A-49A4-AD61-9E7DFE66344B,816F9EB0-2F34-40CA-9C4B-3A001605FDBE,91E382A0-7326-4998-A461-4EA77A0448BE,4,4,NM,999999,,,999999,,,,,1,,1,0,0,0,0,0,0.277073239936643
60,8E3A08D3-B6FB-48D7-A95E-34FCE81133A4,G1,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,71.55,61.55,252.5,242.5,61,243,42.1,,,C,R,,B,,56477A2A-158A-49A4-AD61-9E7DFE66344B,DAD5E398-8C31-4D37-BD73-4C1727E9AD08,E8E212AD-BE15-467B-9778-5314D6031333,91E382A0-7326-4998-A461-4EA77A0448BE,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,1.18008557698046
61,5DF9C2EE-ED20-4955-8397-578FD6110DBA,G1,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,72.52,62.52,252.98,242.98,61,243,20.11,,,R,R,,B,,DAD5E398-8C31-4D37-BD73-4C1727E9AD08,07E17EB4-AD11-48EB-93A1-D13C6883EBD1,E8E212AD-BE15-467B-9778-5314D6031333,91E382A0-7326-4998-A461-4EA77A0448BE,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.567156463865199
62,046D8828-CD01-4BE5-8D28-9B35796583DE,G1,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,72.93,62.93,253.15,243.15,61,243,9.85,,,R,R,,B,,07E17EB4-AD11-48EB-93A1-D13C6883EBD1,CDD3DF0E-3634-4382-AFD4-70C816068591,E8E212AD-BE15-467B-9778-5314D6031333,91E382A0-7326-4998-A461-4EA77A0448BE,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.278539938647028
63,CCBE6565-EEDF-4783-AD8C-FA6249937AC3,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,58.13,47.13,238.54,227.54,47,231,20,,,R,R,,B,,E61FE475-9A74-4859-A410-FFEB3A901F87,962FDBAF-D1C5-4AE2-830E-2AF2F6320DF0,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.527299147520444
64,F0B48B56-0FD1-4AD5-98FF-1BD18229EF91,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,59.43,48.43,239.55,228.55,47,231,5.66,,,R,R,,B,,962FDBAF-D1C5-4AE2-830E-2AF2F6320DF0,9CA79B5F-35BD-4F4A-8E60-A42960FAE95D,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.150751113953447
65,7CE79E87-30E3-4875-8343-22B0CD578A2E,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,58.84,47.84,239.15,228.15,47,231,15.01,,,R,R,,B,,9CA79B5F-35BD-4F4A-8E60-A42960FAE95D,1067395A-C266-420D-AC59-ECFEE390FEAD,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.399154154875863
66,5538386C-6E90-42AC-9774-D7C8B82DD170,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,59.15,48.15,239.35,228.35,47,231,9.34,,,R,R,,B,,1067395A-C266-420D-AC59-ECFEE390FEAD,76C16C7C-E3D3-40AE-B576-94DE3C4F5022,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.249339299360924
67,43DAC53A-E662-4AA8-82FC-649E3447E9E7,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,58.97,47.97,240.2,229.2,47,231,57.77,,,R,R,,B,,76C16C7C-E3D3-40AE-B576-94DE3C4F5022,D0AC0463-2907-4F7F-A33D-0118A55201FE,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,1.55634709225009
68,9439C360-D864-410C-A670-D254B313E2F9,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,60.37,49.37,242.88,228.88,47,231,112.8,,,R,R,,B,,D0AC0463-2907-4F7F-A33D-0118A55201FE,84141FE6-C877-466E-B988-2439555FE2EB,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,3.12857631110366
69,769DABB6-4DC0-4844-826E-0AA1378E2349,G2,CONV,L,,,17500,FT,10000,FT,999999,FT,999999,FT,999999,FT,,FT,6600,FT,0,62.85,48.85,244.93,230.93,47,231,88.89,,,R,C-Low,,B,,84141FE6-C877-466E-B988-2439555FE2EB,BE6CC4FA-144E-4976-8E92-90797EC7A224,50684FE1-5CE5-4A9A-A79D-A501B020D02F,C0D26AF6-2791-44B9-BB0D-983F4D72FFE0,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,2.5466499630804
70,6EE0D959-4DFA-4FE6-B536-167412331638,G8,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,71.55,61.55,252.5,242.5,61,243,42.1,,,C,R,,B,,56477A2A-158A-49A4-AD61-9E7DFE66344B,DAD5E398-8C31-4D37-BD73-4C1727E9AD08,AEEF2459-A9DE-43CC-AE01-E7670691C49E,E405A701-4724-4E1B-ABD2-45B25A4F4005,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,1.18008557698046
71,C8FE3115-644B-42F4-BC78-3D22C17302B7,G8,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,72.52,62.52,252.98,242.98,61,243,20.11,,,R,R,,B,,DAD5E398-8C31-4D37-BD73-4C1727E9AD08,07E17EB4-AD11-48EB-93A1-D13C6883EBD1,AEEF2459-A9DE-43CC-AE01-E7670691C49E,E405A701-4724-4E1B-ABD2-45B25A4F4005,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.567156463865199
72,1578AD78-6D0A-44E9-A4ED-D8FDECC6D180,G8,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,72.93,62.93,253.15,243.15,61,243,9.85,,,R,R,,B,,07E17EB4-AD11-48EB-93A1-D13C6883EBD1,CDD3DF0E-3634-4382-AFD4-70C816068591,AEEF2459-A9DE-43CC-AE01-E7670691C49E,E405A701-4724-4E1B-ABD2-45B25A4F4005,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.278539938647028
73,A29E78B1-2AD9-4808-B651-866F9B30DFCA,G8,CONV,L,,,17500,FT,9000,FT,999999,FT,999999,FT,999999,FT,,FT,8000,FT,0,67.64,60.64,248.05,241.05,61,247,21.05,,,R,R,,B,,B4739393-6DA0-40B9-833F-90152A4F814E,AC5475AC-9FEC-4F24-B201-E761999EB3D2,D4B09921-D530-4752-82AD-A8ABBA5A5E53,B142BFE3-6640-4D22-AC08-879A23816966,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.541413308054145
74,01AC7131-F5A8-4161-9A33-85FCF04799BD,G8,CONV,L,,,17500,FT,9000,FT,999999,FT,999999,FT,999999,FT,,FT,8000,FT,0,68.05,61.05,248.53,241.53,61,247,24,,,R,R,,B,,AC5475AC-9FEC-4F24-B201-E761999EB3D2,B467F6A1-0F50-498B-9280-C7579584B366,D4B09921-D530-4752-82AD-A8ABBA5A5E53,B142BFE3-6640-4D22-AC08-879A23816966,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.620200920310063
75,D8E1E143-5AEB-464E-B22D-A38A40082C3E,G8,CONV,L,,,17500,FT,9000,FT,999999,FT,999999,FT,999999,FT,,FT,8000,FT,0,68.53,61.53,248.69,241.69,61,247,8.1,,,R,R,,B,,B467F6A1-0F50-498B-9280-C7579584B366,D6DC5C0C-C061-42F6-BD62-C2784F758442,D4B09921-D530-4752-82AD-A8ABBA5A5E53,B142BFE3-6640-4D22-AC08-879A23816966,4,4,NM,999999,,,999999,,,,,0,,1,0,0,0,0,0,0.210021489251691
76,F5706149-D128-424B-8504-F7369DA6A5EF,G8,CONV,L,,,17500,FT,9000,FT,999999,FT,999999,FT,999999,FT,,FT,8000,FT,0,68.69,61.69,255.73,246.73,61,247,334.33,,,R,C,,B,,D6DC5C0C-C061-42F6-BD62-C2784F758442,0D6C1492-F09F-480A-A94B-A0ABAD3E88CD,D4B09921-D530-4752-82AD-A8ABBA5A5E53,B142BFE3-6640-4D22-AC08-879A23816966,4,4,NM,999999,,,999999,,,,,2,,1,0,0,0,0,0,8.96287171105859
77,00E54A00-F361-42F7-82F8-983703C0597F,G8,CONV,L,,,17500,FT,9000,FT,999999,FT,6000,FT,999999,FT,,FT,5700,FT,0,41.18,32.18,221.67,212.67,32,213,32,,,C,R,,B,,0D6C1492-F09F-480A-A94B-A0ABAD3E88CD,5F00D046-5B66-4A34-8F2B-EF3A68D72F36,E9C1D679-A92A-410A-80F3-998E1B9FF81C,E405A701-4724-4E1B-ABD2-45B25A4F4005,4,4,NM,999999,,,999999,,,,,1,,1,0,0,0,0,0,0.720232647226589
78,6EE4FF12-0913-4465-ABB4-B3DF48EF5CE8,G8,CONV,L,,,17500,FT,9000,FT,999999,FT,6000,FT,999999,FT,,FT,5700,FT,0,41.66,32.66,222.39,213.39,32,213,46.62,,,R,R,,B,,5F00D046-5B66-4A34-8F2B-EF3A68D72F36,F5A14330-DB29-42CB-8C5A-578AF31A7CC3,E9C1D679-A92A-410A-80F3-998E1B9FF81C,E405A701-4724-4E1B-ABD2-45B25A4F4005,4,4,NM,999999,,,999999,,,,,2,,1,0,0,0,0,0,1.06373530218697
79,2E87D998-7EA3-47CC-8BFC-7B7D361E3469,G8,CONV,L,,,17500,FT,8000,FT,999999,FT,7000,FT,999999,FT,,FT,5300,FT,0,71.37,62.37,251.59,241.59,61,243,9.94,,,R,C,,B,,F5A14330-DB29-42CB-8C5A-578AF31A7CC3,56477A2A-158A-49A4-AD61-9E7DFE66344B,E9C1D679-A92A-410A-80F3-998E1B9FF81C,E405A701-4724-4E1B-ABD2-45B25A4F4005,4,4,NM,999999,,,999999,,,,,1,,1,0,0,0,0,0,0.277073239936643
80,5AEBC023-DA2B-4249-A1E6-CFA74ECAA1E2,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,55.65,40.65,236.7,221.7,41,222,110.74,,,R,R,,A,,041ED958-125B-408F-B3F0-0522A3BCE55C,CF0B0FDE-403B-4CDD-8619-226951EA6CC0,C52622AB-C012-48AB-B2F0-4CF7EAF1962C,E6940DCD-981F-413A-81E6-5CC90A57C167,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,2.12047208675034
81,D539E113-9527-45FD-9F3A-7C2F0B5BAA21,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,46.42,31.42,226.73,211.73,31,212,34.86,,,R,R,,A,,DA99F49C-61A7-4422-A806-7B65E9DB9719,6920B519-2809-4B0F-B0BC-5765D79AAB03,FF6C8316-76B2-43E7-A11C-243B552B2176,C1DA0A87-826C-41A8-98CD-EF79F22994AF,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.658887978794659
82,7D384C7B-36ED-4AF9-AEC2-F53C5A36CC12,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,58.94,43.94,240.14,225.14,44,225,109.92,,,R,C-Low,,A,,6920B519-2809-4B0F-B0BC-5765D79AAB03,DA2CBB49-6E2F-4165-8E2E-A3639853C3EC,FF6C8316-76B2-43E7-A11C-243B552B2176,C1DA0A87-826C-41A8-98CD-EF79F22994AF,4,4,NM,999999,,,999999,,,,,2,,0,0,0,1,0,0,2.1849825158749
83,535654F3-2C97-4770-BB8E-145553146220,J100,CONV,U,,,45000,FT,20000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,1,53.85,38.85,235.11,220.11,39,228,118.03,,,C-Low,R,,A,,DA2CBB49-6E2F-4165-8E2E-A3639853C3EC,F0CE8F5B-2DF4-46B4-9C42-8704BAB8A0F2,939ADAF8-DF8E-414F-B13D-91F603260A54,2E113533-8314-4978-B3DB-6DCC2199DD8D,4,4,NM,999999,,,999999,,,,,1,,0,0,0,1,0,0,2.33267353232507
84,DF8DC56B-7D72-4C53-A0A0-CE8DBCC9DB4B,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,94.03,90.03,274.97,276.97,90,278,62.33,,,R,R,,A,,7D356715-FE22-445D-A78B-8CD69855DF80,BE0E27AE-0929-4ADD-A233-06E3CD9DF4A2,BCEBF39E-DA08-4CAB-8BED-D3A2877CA3CA,BF056A72-29CA-42D7-8BA9-102D1B7202CD,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.39923758945258
85,2B32BAB1-63CB-4B5D-B6C5-7EA202400FDD,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,45.66,30.66,225.76,210.76,31,211,12,,,R,R,,A,,CF0B0FDE-403B-4CDD-8619-226951EA6CC0,2E3458E0-33CF-4DBC-9C3C-11CE9BC05C61,567BCF1A-B273-45AD-B063-E1472AEC1086,ACAF9D50-8245-467C-BB70-7FAEE96C7255,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.223509045571153
86,13C7744F-444E-408A-A385-80A08C86BB29,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,45.75,30.75,226.17,211.17,31,211,49.41,,,R,R,,A,,2E3458E0-33CF-4DBC-9C3C-11CE9BC05C61,83E33DE5-31B3-492C-AC49-83ECB6469ED6,567BCF1A-B273-45AD-B063-E1472AEC1086,ACAF9D50-8245-467C-BB70-7FAEE96C7255,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.923597639838801
87,CF572839-9F72-4490-986E-A665A370CF1D,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,46.17,31.17,226.48,211.48,31,211,35.05,,,R,R,,A,,83E33DE5-31B3-492C-AC49-83ECB6469ED6,B3C9CA65-28F8-429F-8B2D-082845681970,567BCF1A-B273-45AD-B063-E1472AEC1086,ACAF9D50-8245-467C-BB70-7FAEE96C7255,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.658473846607982
88,72D3623E-8F4B-468B-873D-8E64C18371BD,J100,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,45.7,30.7,225.91,210.91,31,212,24.04,,,R,R,,A,,B3C9CA65-28F8-429F-8B2D-082845681970,DA99F49C-61A7-4422-A806-7B65E9DB9719,FF6C8316-76B2-43E7-A11C-243B552B2176,C1DA0A87-826C-41A8-98CD-EF79F22994AF,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.451998790457391
89,51A50A9C-9F64-43CD-9F1E-A116393C3FC8,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,24.14,19.14,204.46,199.46,19,199,79.18,,,R,R,,A,,4C05758F-13AE-4DB2-A98B-316A12E6BE07,209563D2-DFFB-4F8C-8E26-03F70976B9BD,0A1D198C-48C6-441D-BD64-65BA72E55156,E3DAA923-DBA9-4908-B6D4-DE706F0EA8E2,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.3597088943782
90,4E507D51-4FA7-4A6F-BC64-B1ED44E9121C,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,18.14,18.14,198.5,197.5,18,198,92.6,,,R,R,,A,,992F3377-2801-4E76-B2A0-C8918A61C10A,F216C96F-5722-497E-9CBE-3D5CD9FEE1A5,3B693E54-D95F-4698-B094-2DA9F619248F,EF086241-C606-4C7F-ABA0-0CD9B690FABD,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.5866829964722
91,820714CF-CED4-45B5-965B-9F4C2DBAA77A,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,18.5,17.5,198.84,197.84,18,198,79.72,,,R,R,,A,,F216C96F-5722-497E-9CBE-3D5CD9FEE1A5,6487AD6D-35EF-4E21-BFF6-30D91100EAE3,3B693E54-D95F-4698-B094-2DA9F619248F,EF086241-C606-4C7F-ABA0-0CD9B690FABD,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.37077147973592
92,D3DAA33A-26F3-4944-8701-E29E788D003D,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,32.29,31.29,212.73,213.73,31,214,61.19,,,R,R,,A,,6487AD6D-35EF-4E21-BFF6-30D91100EAE3,8FAF240C-A05D-40B4-83A3-48ECBEC4E255,EBA84163-85BB-4DE7-94BB-7145345ACBEE,E659830A-315A-4565-8013-88C8B2F3AD96,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.11321296765446
93,F457C5D3-84D9-4F47-90F9-6B682A2DD589,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,1,30.64,25.64,210.67,205.67,26,207,5.99,,,R,R,,A,,209563D2-DFFB-4F8C-8E26-03F70976B9BD,115FE50E-345A-4D08-AD62-5F4CD92DE5C3,9E64FA9F-8BA7-44A0-9F54-3154B0DEC92C,37511284-2495-4A01-AF5A-38BCDF897FF6,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.104597079653006
94,B39B705E-24FD-46CE-A0D5-DFE7CC703A24,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,32.74,33.74,212.8,213.8,31,214,8.43,,,R,R,,A,,8FAF240C-A05D-40B4-83A3-48ECBEC4E255,A9B89E7C-788A-49CF-9F3E-8AEFD5391B73,EBA84163-85BB-4DE7-94BB-7145345ACBEE,E659830A-315A-4565-8013-88C8B2F3AD96,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.154027663682725
95,C0333E36-517D-4032-BC9B-D62136A5B8F8,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,344.78,346.78,164.56,162.56,347,163,55.7,,,R,R,,A,,85D88147-CF8D-436B-91F1-2395081AFA19,58C38658-9B90-4A55-908C-150466A772BD,8E2F15DE-38CE-453C-B8C4-F3868D9A3E54,91F354C1-639B-4EA7-99EA-59F4C3573325,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.955278785667324
96,64EAA10E-629F-40E9-B6F8-B63A05735A0F,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,2.55,0.55,182.61,181.61,1,182,86.38,,,R,R,,A,,58C38658-9B90-4A55-908C-150466A772BD,D1CE6ED2-C035-4D77-B388-ABC99ECEE965,605F6DFE-3A70-4201-A4ED-B9191CA2F505,FF2A066E-694C-4468-A7A4-80E015A2E4A2,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.44108831271629
97,D569CBAF-26AB-42EE-9762-EAB056C842DF,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,30.67,25.67,210.9,205.9,26,207,44.17,,,R,R,,A,,115FE50E-345A-4D08-AD62-5F4CD92DE5C3,48C92934-5703-4015-8E42-1238C2B02A05,9E64FA9F-8BA7-44A0-9F54-3154B0DEC92C,37511284-2495-4A01-AF5A-38BCDF897FF6,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.772189137614729
98,FE335210-C49C-4207-BF09-607F56D9F68C,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,30.91,25.91,211.24,206.24,26,207,61.01,,,R,R,,A,,48C92934-5703-4015-8E42-1238C2B02A05,1E0CC21E-A5DC-453B-B819-6EB9FABE9899,9E64FA9F-8BA7-44A0-9F54-3154B0DEC92C,37511284-2495-4A01-AF5A-38BCDF897FF6,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,1.07001806785888
99,EC44BB58-A71B-4A61-8C8F-060330AA5830,J101,CONV,U,,,45000,FT,18000,FT,999999,FT,999999,FT,999999,FT,,FT,999999,FT,0,31.23,26.23,211.53,211.53,26,207,53.09,,,R,R,,A,,1E0CC21E-A5DC-453B-B819-6EB9FABE9899,646C596D-F9E3-4052-8DFD-9806B58D3936,9E64FA9F-8BA7-44A0-9F54-3154B0DEC92C,37511284-2495-4A01-AF5A-38BCDF897FF6,4,4,NM,999999,,,999999,,,,,0,,0,0,0,1,0,0,0.934822078926059
