date,year,month,cell_ll_lat,cell_ll_lon,flag,geartype,hours,fishing_hours,mmsi_present
2023-01-01,2023,1,14.4,120.0,TWN,drifting_longlines,6.7925,0.0,1
2023-01-01,2023,1,14.5,120.2,TWN,drifting_longlines,0.6916,0.0,1
2023-01-01,2023,1,14.6,120.0,TWN,drifting_longlines,0.7,0.0,1
2023-01-01,2023,1,15.3,126.4,TWN,drifting_longlines,10.6205,0.0,1
2023-01-01,2023,1,15.6,116.5,TWN,drifting_longlines,1.0163,0.0,1
2023-01-01,2023,1,15.6,126.3,TWN,drifting_longlines,11.8316,0.0,2
2023-01-01,2023,1,15.6,119.5,TWN,drifting_longlines,0.6669,0.0,1
2023-01-01,2023,1,15.6,127.1,TWN,drifting_longlines,17.9236,17.9236,1
2023-01-01,2023,1,15.8,116.0,TWN,drifting_longlines,14.6936,0.0,2
2023-01-01,2023,1,15.8,127.2,TWN,drifting_longlines,24.5291,0.0,2
2023-01-01,2023,1,15.9,116.7,TWN,drifting_longlines,3.5811,0.0,1
2023-01-01,2023,1,15.9,116.1,TWN,drifting_longlines,2.3666,0.2519,2
2023-01-01,2023,1,16.0,116.7,TWN,drifting_longlines,1.2747,0.0,1
2023-01-01,2023,1,16.0,116.2,TWN,drifting_longlines,0.4702,0.0,1
2023-01-01,2023,1,16.0,126.9,TWN,drifting_longlines,0.3833,0.0,1
2023-01-01,2023,1,16.0,119.3,TWN,drifting_longlines,0.5083,0.0,1
2023-01-01,2023,1,16.0,126.8,TWN,drifting_longlines,11.3844,0.0,1
2023-01-01,2023,1,16.1,127.4,TWN,drifting_longlines,0.2522,0.0,1
2023-01-01,2023,1,16.1,127.3,TWN,drifting_longlines,21.1138,0.0,1
2023-01-01,2023,1,16.2,119.3,TWN,drifting_longlines,0.5002,0.0,1
2023-01-01,2023,1,16.2,127.3,TWN,drifting_longlines,1.4194,0.0,1
2023-01-01,2023,1,16.2,116.8,TWN,drifting_longlines,0.798,0.0,1
2023-01-01,2023,1,16.4,127.3,TWN,drifting_longlines,9.5891,0.0,1
2023-01-01,2023,1,16.4,127.5,TWN,drifting_longlines,2.7236,0.0,1
2023-01-01,2023,1,16.5,127.5,TWN,drifting_longlines,2.2105,0.0,1
2023-01-01,2023,1,16.6,126.6,TWN,drifting_longlines,0.35,0.0,1
2023-01-01,2023,1,16.6,127.4,TWN,drifting_longlines,2.2005,0.0,1
2023-01-01,2023,1,16.7,126.4,TWN,drifting_longlines,10.4225,0.0,1
